Date,Lineage,Site Location,Bag Number,Oyster Number,Pit Tag Start Num,Pit Tag End Num,Length,Width,Status,Notes,Picture taken by,Analyzed by,Date reported dead,Notes extended,
26-Aug-21,CT,RWU,2,39,9820910659,29512,46.4,36.13,Alive,,,,,,
25-Oct-21,CT,RWU ,2,20,9820910659,29512,58.94,43.61,Alive,,,,,,
24-May-22,CT,RWU,2,49,9820910659,29512,62.97,43.86,Alive,Pit tag star # edited (last digit was 2 and now is 9),,,,,
19-Oct-22,CT,RWU,2,31,9820910659,29512,85.04,60.38,alive,"DERIVED FROM CT- 2_alive photo, no morts photo provided, Mary S has 48 alive, 3 dead, and 4 missing",,,,,
28-Jul-21,CT,RWU,2,42,9820910659,29511,28.93,27.31,Alive,,,,,,
26-Aug-21,CT,RWU,2,1,9820910659,29511,30.43,32.23,Alive,,,,,,
25-Oct-21,CT,RWU ,2,18,9820910659,29511,50.63,40.59,Alive,,,,,,
24-May-22,CT,RWU,2,26,9820910659,29511,49.55,38.26,Alive,Pit tag star # edited (last digit was 2 and now is 9),,,,,
19-Oct-22,CT,RWU,2,53,,29511,missing,missing,missing,,,,,,
28-Jul-21,FI,RWU,2,49,9820910659,29510,45.68,39.16,Alive,,,,,,
26-Aug-21,FI,RWU,2,2,9820910659,29510,50.1,42.88,Alive,,,,,,
25-Oct-21,FI,RWU ,2,50,9820910659,29510,67.63,49.98,Alive,,,,,,
24-May-22,FI,RWU,2,20,9820910659,29510,65.46,49.99,Alive,,,,,,
19-Oct-22,FI,RWU,2,43,9820910659,29510,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,CT,RWU,2,51,9820910659,29509,37.26,33.7,Alive,,,,,,
26-Aug-21,CT,RWU,2,11,9820910659,29509,40.86,27.83,Alive,,,,,,
25-Oct-21,CT,RWU ,2,26,9820910659,29509,56.46,42.26,Alive,,,,,,
24-May-22,CT,RWU,2,42,9820910659,29509,48.12,34.45,Alive,QA/QC results org marked as bag 1 now bag 2 ,,,,,
19-Oct-22,CT,RWU,2,48,9820910659,29509,68.54,47.96,alive,"DERIVED FROM CT- 2_alive photo, no morts photo provided, Mary S has 48 alive, 3 dead, and 4 missing",,,,,
28-Jul-21,CT,RWU,2,32,9820910659,29508,38.53,37.88,Alive,,,,,,
26-Aug-21,CT,RWU,2,49,9820910659,29508,25.02,15.8,Alive,,,,,,
25-Oct-21,CT,RWU ,2,53,9820910659,29508,24.95,21.52,Alive,,,,,,
24-May-22,CT,RWU,2,3,9820910659,29508,28.43,22.41,Alive,Pit tag star # edited (last digit was 2 and now is 9),,,,,
19-Oct-22,CT,RWU,2,43,9820910659,29508,39.64,32.35,alive,"DERIVED FROM CT- 2_alive photo, no morts photo provided, Mary S has 48 alive, 3 dead, and 4 missing",,,,,
28-Jul-21,FI,RWU,2,20,9820910659,29507,40.76,33.65,Alive,,,,,,
26-Aug-21,FI,RWU,2,1,9820910659,29507,46.15,32.83,Alive,,,,,,
25-Oct-21,FI,RWU ,2,2,9820910659,29507,42.67,31.83,Alive,,,,,,
24-May-22,FI,RWU,2,55,9820910659,29507,46.407,32.29,dead,1st reported dead 5/24,,,,,
19-Oct-22,FI,RWU,2,52,9820910659,29507,missing,missing,missing,dead on May 2022,,,,,
28-Jul-21,FI,RWU,2,27,9820910659,29506,36.04,33.18,Alive,,,,,,
26-Aug-21,FI,RWU,2,51,9820910659,29506,40.85,35.64,Alive,,,,,,
25-Oct-21,FI,RWU ,2,40,9820910659,29506,47.17,41.59,Alive,,,,,,
24-May-22,FI,RWU,2,43,9820910659,29506,47.54,36.99,Alive,,,,,,
19-Oct-22,FI,RWU,2,14,9820910659,29506,57.87,51.4,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,40,9820910659,29505,23.29,22.88,Alive,,,,,,
26-Aug-21,NR,RWU,2,8,9820910659,29505,29.67,26.09,Alive,,,,,,
25-Oct-21,NR,RWU ,2,23,9820910659,29505,38.85,26.9,Alive,,,,,,
24-May-22,NR,RWU,2,50,9820910659,29505,34.51,35.34,Alive,,,,,,
19-Oct-22,NR,RWU,2,47,9820910659,29505,33.79,22.36,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,FI,RWU,2,15,9820910659,29504,37.56,32.49,Alive,,,,,,
26-Aug-21,FI,RWU,2,55,9820910659,29504,42.27,32.31,Alive,,,,,,
25-Oct-21,FI,RWU ,2,15,9820910659,29504,57.04,41.81,Alive,,,,,,
24-May-22,FI,RWU,2,32,9820910659,29504,57.51,37.59,Alive,,,,,,
19-Oct-22,FI,RWU,2,36,9820910659,29504,78.05,51.05,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,9,9820910659,29503,30.04,24.05,Alive,,,,,,
26-Aug-21,FI,RWU,2,33,9820910659,29503,44.04,28.12,Alive,,,,,,
25-Oct-21,FI,RWU ,2,48,9820910659,29503,61.69,40.41,Alive,,,,,,
24-May-22,FI,RWU,2,24,9820910659,29503,63.75,49.57,Alive,,,,,,
19-Oct-22,FI,RWU,2,4,9820910659,29503,79.35,51.78,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,22,9820910659,29502,36.46,32.84,Alive,,,,,,
26-Aug-21,FI,RWU,2,24,9820910659,29502,43.51,38.67,Alive,,,,,,
25-Oct-21,FI,RWU ,2,55,9820910659,29502,58.21,47.13,Alive,,,,,,
24-May-22,FI,RWU,2,51,9820910659,29502,56.98,44.05,Alive,,,,,,
19-Oct-22,FI,RWU,2,30,9820910659,29502,72.57,59.49,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,28,9820910659,29501,43.94,41.32,Alive,,,,,,
26-Aug-21,FI,RWU,2,38,9820910659,29501,58.69,33.39,Alive,,,,,,
25-Oct-21,FI,RWU ,2,9,9820910659,29501,64.36,47.1,Alive,,,,,,
24-May-22,FI,RWU,2,4,9820910659,29501,77.48,55.62,Alive,,,,,,
19-Oct-22,FI,RWU,2,51,9820910659,29501,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,NR,RWU,2,25,9820910659,29500,38.41,23.65,Alive,,,,,,
26-Aug-21,NR,RWU,2,43,9820910659,29500,48.47,28.32,Alive,,,,,,
25-Oct-21,NR,RWU ,2,1,9820910659,29500,59.58,42.61,Alive,,,,,,
24-May-22,NR,RWU,2,1,9820910659,29500,54.04,34.44,Alive,,,,,,
19-Oct-22,NR,RWU,2,24,9820910659,29500,56.82,30.1,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,FI,RWU,2,19,9820910659,29499,41.73,36.09,Alive,,,,,,
26-Aug-21,FI,RWU,2,10,9820910659,29499,46.42,36.9,Alive,,,,,,
25-Oct-21,FI,RWU ,2,42,9820910659,29499,62.5,49.36,Alive,,,,,,
24-May-22,FI,RWU,2,2,9820910659,29499,64.96,56.2,Alive,,,,,,
19-Oct-22,FI,RWU,2,21,9820910659,29499,80.36,65.97,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,1,9820910659,29498,42.19,37.66,Alive,,,,,,
26-Aug-21,FI,RWU,2,26,9820910659,29498,52.15,42.02,Alive,,,,,,
25-Oct-21,FI,RWU ,2,38,9820910659,29498,64.04,53.9,Alive,,,,,,
24-May-22,FI,RWU,2,5,9820910659,29498,65.53,56.58,Alive,,,,,,
19-Oct-22,FI,RWU,2,50,9820910659,29498,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,FI,RWU,2,18,9820910659,29497,28.16,28.31,Alive,,,,,,
26-Aug-21,FI,RWU,2,6,9820910659,29497,31.58,28.67,Alive,,,,,,
25-Oct-21,FI,RWU ,2,46,9820910659,29497,44.66,32.34,Alive,,,,,,
24-May-22,FI,RWU,2,49,9820910659,29497,50.3,36.6,Alive,,,,,,
19-Oct-22,FI,RWU,2,45,9820910659,29497,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,FI,RWU,2,21,9820910659,29496,34.65,32.39,Alive,,,,,,
26-Aug-21,FI,RWU,2,19,9820910659,29496,38,34,Alive,,,,,,
25-Oct-21,FI,RWU ,2,36,9820910659,29496,51.11,45.73,Alive,,,,,,
24-May-22,FI,RWU,2,53,9820910659,29496,55.24,43.85,Alive,,,,,,
19-Oct-22,FI,RWU,2,28,9820910659,29496,66.05,61.92,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,17,9820910659,29495,38.94,37.43,Alive,,,,,,
26-Aug-21,FI,RWU,2,15,9820910659,29495,46.77,39.46,Alive,,,,,,
25-Oct-21,FI,RWU ,2,17,9820910659,29495,51.37,47.63,Alive,,,,,,
24-May-22,FI,RWU,2,9,9820910659,29495,54.98,45.83,Alive,,,,,,
19-Oct-22,FI,RWU,2,12,9820910659,29495,70.7,58.41,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,37,9820910659,29494,47.32,42.86,Alive,,,,,,
26-Aug-21,FI,RWU,2,28,9820910659,29494,50.77,43.51,Alive,,,,,,
25-Oct-21,FI,RWU ,2,1,9820910659,29494,54.81,48.35,Alive,,,,,,
24-May-22,FI,RWU,2,15,9820910659,29494,63.2,54.78,Alive,,,,,,
19-Oct-22,FI,RWU,2,35,9820910659,29494,77.33,58.03,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,16,9820910659,29493,47.59,41.28,Alive,,,,,,
26-Aug-21,FI,RWU,2,16,9820910659,29493,52.01,41.38,Alive,,,,,,
25-Oct-21,FI,RWU ,2,33,9820910659,29493,68.27,47.04,Alive,,,,,,
24-May-22,FI,RWU,2,31,9820910659,29493,70.34,44.78,Alive,,,,,,
19-Oct-22,FI,RWU,2,9,9820910659,29493,84.35,53.65,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,43,9820910659,29492,21.97,18.34,Alive,,,,,,
26-Aug-21,NR,RWU,2,3,9820910659,29492,30.05,30.57,Alive,,,,,,
25-Oct-21,NR,RWU ,2,22,9820910659,29492,47.11,33.65,Alive,,,,,,
24-May-22,NR,RWU,2,30,9820910659,29492,45.81,35.21,Alive,,,,,,
19-Oct-22,NR,RWU,2,41,9820910659,29492,50.28,34.04,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,32,9820910659,29491,24.73,25.38,Alive,,,,,,
26-Aug-21,NR,RWU,2,38,9820910659,29491,31.74,29.9,Alive,,,,,,
25-Oct-21,NR,RWU ,2,49,9820910659,29491,41.94,31.87,Alive,,,,,,
24-May-22,NR,RWU,2,21,9820910659,29491,37.89,37.37,Alive,,,,,,
19-Oct-22,NR,RWU,2,25,9820910659,29491,38.6,32.54,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,FI,RWU,2,31,9820910659,29490,44.8,44.02,Alive,,,,,,
26-Aug-21,FI,RWU,2,32,9820910659,29490,39.65,20.05,Alive,,,,,,
25-Oct-21,FI,RWU ,2,8,9820910659,29490,57.35,47.98,Alive,,,,,,
24-May-22,FI,RWU,2,50,9820910659,29490,67.95,50.85,Alive,,,,,,
19-Oct-22,FI,RWU,2,10,9820910659,29490,82.1,72.77,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,49,9820910659,29489,33.28,24.82,Alive,,,,,,
26-Aug-21,NR,RWU,2,53,9820910659,29489,39.38,29.36,Alive,,,,,,
25-Oct-21,NR,RWU ,2,44,9820910659,29489,48.16,28.13,Alive,,,,,,
24-May-22,NR,RWU,2,2,9820910659,29489,42.28,30.05,Alive,,,,,,
19-Oct-22,NR,RWU,2,55,,29489,missing,missing,missing,,,,,,
28-Jul-21,FI,RWU,2,26,9820910659,29488,40.34,36.67,Alive,,,,,,
26-Aug-21,FI,RWU,2,46,9820910659,29488,49.78,41.67,Alive,,,,,,
25-Oct-21,FI,RWU ,2,3,9820910659,29488,52.12,40.62,Alive,,,,,,
24-May-22,FI,RWU,2,19,9820910659,29488,58.45,45.58,Alive,,,,,,
19-Oct-22,FI,RWU,2,31,9820910659,29488,94.52,65.94,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,39,9820910659,29487,46.48,41.64,Alive,,,,,,
26-Aug-21,FI,RWU,2,27,9820910659,29487,52.73,46.04,Alive,,,,,,
25-Oct-21,FI,RWU ,2,5,9820910659,29487,55.91,47.09,Alive,,,,,,
24-May-22,FI,RWU,2,6,9820910659,29487,61.66,53.92,Alive,,,,,,
19-Oct-22,FI,RWU,2,33,9820910659,29487,74.16,57.55,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,45,9820910659,29486,31.3,25.65,Alive,,,,,,
26-Aug-21,NR,RWU,2,10,9820910659,29486,39.11,21.2,Alive,,,,,,
25-Oct-21,NR,RWU ,2,51,9820910659,29486,42.51,26.9,Alive,,,,,,
24-May-22,NR,RWU,2,9,9820910659,29486,43.09,30.44,Alive,,,,,,
19-Oct-22,NR,RWU,2,6,9820910659,29486,45.83,33.83,alive,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,,,
28-Jul-21,NR,RWU,2,17,9820910659,29485,29.55,17.91,Alive,,,,,,
26-Aug-21,NR,RWU,2,13,9820910659,29485,35.23,18.69,Alive,,,,,,
25-Oct-21,NR,RWU ,2,42,9820910659,29485,44.03,28.23,Alive,,,,,,
24-May-22,NR,RWU,2,13,9820910659,29485,37.74,24.45,Alive,,,,,,
19-Oct-22,NR,RWU,2,11,9820910659,29485,39.7,25.06,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,31,9820910659,29484,21.82,19.27,Alive,,,,,,
26-Aug-21,NR,RWU,2,7,9820910659,29484,26.58,21.71,Alive,,,,,,
25-Oct-21,NR,RWU ,2,53,9820910659,29484,37.54,24.4,Alive,,,,,,
24-May-22,NR,RWU,2,12,9820910659,29484,32.98,25.53,Alive,,,,,,
19-Oct-22,NR,RWU,2,3,9820910659,29484,35.06,28.27,alive,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,,,
28-Jul-21,FI,RWU,2,40,9820910659,29483,45.55,39.52,Alive,,,,,,
26-Aug-21,FI,RWU,2,40,9820910659,29483,52.95,41.76,Alive,,,,,,
25-Oct-21,FI,RWU ,2,54,9820910659,29483,63.14,51.91,Alive,,,,,,
24-May-22,FI,RWU,2,28,9820910659,29483,58.14,46.04,Alive,,,,,,
19-Oct-22,FI,RWU,2,20,9820910659,29483,69.27,59.49,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,6,9820910659,29482,37.57,30.75,Alive,,,,,,
26-Aug-21,FI,RWU,2,34,9820910659,29482,46.96,30.47,Alive,,,,,,
25-Oct-21,FI,RWU ,2,43,9820910659,29482,53.18,44.08,Alive,,,,,,
24-May-22,FI,RWU,2,18,9820910659,29482,53.93,38.28,Alive,,,,,,
19-Oct-22,FI,RWU,2,22,9820910659,29482,71.11,52.07,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,38,9820910659,29481,32.42,28.49,Alive,,,,,,
26-Aug-21,FI,RWU,2,22,9820910659,29481,40.13,28.07,Alive,,,,,,
25-Oct-21,FI,RWU ,2,27,9820910659,29481,53.63,38.31,Alive,,,,,,
24-May-22,FI,RWU,2,38,9820910659,29481,56.81,43.59,Alive,,,,,,
19-Oct-22,FI,RWU,2,38,9820910659,29481,66,51.96,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,34,9820910659,29480,38.41,34.68,Alive,,,,,,
26-Aug-21,FI,RWU,2,13,9820910659,29480,43.94,38.59,Alive,,,,,,
25-Oct-21,FI,RWU ,2,23,9820910659,29480,52.49,44.16,Alive,,,,,,
24-May-22,FI,RWU,2,46,9820910659,29480,64.07,50.19,Alive,,,,,,
19-Oct-22,FI,RWU,2,2,9820910659,29480,69.29,56.83,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,48,9820910659,29479,32.97,24.54,Alive,,,,,,
26-Aug-21,NR,RWU,2,28,9820910659,29479,38.91,30.57,Alive,,,,,,
25-Oct-21,NR,RWU ,2,18,9820910659,29479,50.81,32.88,Alive,,,,,,
24-May-22,NR,RWU,2,27,9820910659,29479,47.44,33.84,Alive,,,,,,
19-Oct-22,NR,RWU,2,10,9820910659,29479,55.9,37.2,alive,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,,,
28-Jul-21,FI,RWU,2,23,9820910659,29478,38.8,31.37,Alive,,,,,,
26-Aug-21,FI,RWU,2,23,9820910659,29478,46,38.71,Alive,,,,,,
25-Oct-21,FI,RWU ,2,30,9820910659,29478,57.06,46.47,Alive,,,,,,
24-May-22,FI,RWU,2,40,9820910659,29478,60.66,46.89,Alive,,,,,,
19-Oct-22,FI,RWU,2,7,9820910659,29478,82.62,58.65,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,52,9820910659,29477,24.82,19,Alive,,,,,,
26-Aug-21,NR,RWU,2,2,9820910659,29477,28.14,24.04,Alive,,,,,,
25-Oct-21,NR,RWU ,2,38,9820910659,29477,40.62,30.17,Alive,,,,,,
24-May-22,NR,RWU,2,42,9820910659,29477,39.73,39.81,Alive,,,,,,
19-Oct-22,NR,RWU,2,19,9820910659,29477,40.21,31.46,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,FI,RWU,2,5,9820910659,29476,33.22,31.19,Alive,,,,,,
26-Aug-21,FI,RWU,2,42,9820910659,29476,46.57,35.73,Alive,,,,,,
25-Oct-21,FI,RWU ,2,14,9820910659,29476,57.98,40.61,Alive,,,,,,
24-May-22,FI,RWU,2,13,9820910659,29476,61.86,54.71,Alive,,,,,,
19-Oct-22,FI,RWU,2,1,9820910659,29476,83.66,64.43,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,30,9820910659,29475,33.9,31.37,Alive,,,,,,
26-Aug-21,FI,RWU,2,4,9820910659,29475,45.72,37.92,Alive,,,,,,
25-Oct-21,FI,RWU ,2,26,9820910659,29475,59.19,46.94,Alive,,,,,,
24-May-22,FI,RWU,2,48,9820910659,29475,67.03,50.96,Alive,,,,,,
19-Oct-22,FI,RWU,2,48,9820910659,29475,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,FI,RWU,2,12,9820910659,29474,33.15,39.72,Alive,,,,,,
26-Aug-21,FI,RWU,2,37,9820910659,29474,48,43.37,Alive,,,,,,
25-Oct-21,FI,RWU ,2,18,9820910659,29474,54.68,44.69,Alive,,,,,,
24-May-22,FI,RWU,2,39,9820910659,29474,59.53,47.24,Alive,,,,,,
19-Oct-22,FI,RWU,2,34,9820910659,29474,75.89,51.76,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,33,9820910659,29473,42.01,35.92,Alive,,,,,,
26-Aug-21,FI,RWU,2,11,9820910659,29473,44.5,38.75,Alive,,,,,,
25-Oct-21,FI,RWU ,2,32,9820910659,29473,55.28,45.37,Alive,,,,,,
24-May-22,FI,RWU,2,54,9820910659,29473,58.01,39.04,Alive,,,,,,
19-Oct-22,FI,RWU,2,41,9820910659,29473,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,FI,RWU,2,7,9820910659,29472,38.96,25.81,Alive,,,,,,
26-Aug-21,FI,RWU,2,25,9820910659,29472,44.71,30.67,Alive,,,,,,
25-Oct-21,FI,RWU ,2,12,9820910659,29472,52.38,38.22,Alive,,,,,,
24-May-22,FI,RWU,2,11,9820910659,29472,54.57,32.69,Alive,,,,,,
19-Oct-22,FI,RWU,2,15,9820910659,29472,71.72,51.36,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,FI,RWU,2,8,9820910659,29471,39.62,36.33,Alive,,,,,,
26-Aug-21,FI,RWU,2,43,9820910659,29471,42.13,33.99,Alive,,,,,,
25-Oct-21,FI,RWU ,2,34,9820910659,29471,58.94,45.64,Alive,,,,,,
24-May-22,FI,RWU,2,10,9820910659,29471,55.07,39.59,Alive,,,,,,
19-Oct-22,FI,RWU,2,23,9820910659,29471,81.73,61.99,alive,"DERIVED FROM FI-2_alive photo, no morts photo provided(Mary S recorded 40 alive, 11 dead, 4 missing)",,,,,
28-Jul-21,NR,RWU,2,42,9820910659,29470,25.5,23.19,Alive,,,,,,
26-Aug-21,NR,RWU,2,48,9820910659,29470,33.81,24.89,Alive,,,,,,
25-Oct-21,NR,RWU ,2,55,9820910659,29470,39.57,27.48,Alive,,,,,,
24-May-22,NR,RWU,2,NA,9820910659,29470,NA,NA,Missing,QA/QC result org tag missing now 29470,,,,,
19-Oct-22,NR,RWU,2,54,,29470,missing,missing,missing,,,,,,
28-Jul-21,NR,RWU,2,55,9820910659,29469,26.2,19.93,Alive,,,,,,
26-Aug-21,NR,RWU,2,51,9820910659,29469,34.29,26.09,Alive,,,,,,
25-Oct-21,NR,RWU ,2,43,9820910659,29469,30.68,19.41,Alive,,,,,,
24-May-22,NR,RWU,2,36,9820910659,29469,32.14,31.84,Alive,,,,,,
19-Oct-22,NR,RWU,2,44,9820910659,29469,34.83,23.88,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,50,9820910659,29468,28.17,23.78,Alive,,,,,,
26-Aug-21,NR,RWU,2,25,9820910659,29468,33.62,29.08,Alive,,,,,,
25-Oct-21,NR,RWU ,2,17,9820910659,29468,38.93,28.75,Alive,,,,,,
24-May-22,NR,RWU,2,7,9820910659,29468,37.36,31.03,Alive,,,,,,
19-Oct-22,NR,RWU,2,39,9820910659,29468,40.25,28.85,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,46,9820910659,29467,24.97,19.09,Alive,,,,,,
26-Aug-21,NR,RWU,2,27,9820910659,29467,31.55,25.52,Alive,,,,,,
25-Oct-21,NR,RWU ,2,12,9820910659,29467,39.59,26.37,Alive,,,,,,
24-May-22,NR,RWU,2,53,9820910659,29467,38.21,38.94,Alive,,,,,,
19-Oct-22,NR,RWU,2,53,,29467,missing,missing,missing,,,,,,
28-Jul-21,NR,RWU,2,29,9820910659,29466,19.25,18.1,Alive,,,,,,
26-Aug-21,NR,RWU,2,19,9820910659,29466,25.44,20.18,Alive,,,,,,
25-Oct-21,NR,RWU ,2,45,9820910659,29466,31.97,24.44,Alive,,,,,,
24-May-22,NR,RWU,2,18,9820910659,29466,27.37,24.16,Alive,,,,,,
19-Oct-22,NR,RWU,2,14,9820910659,29466,28.67,23.37,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,10,9820910659,29465,25.97,31.11,Alive,,,,,,
26-Aug-21,NR,RWU,2,46,9820910659,29465,39.85,41.02,Alive,,,,,,
25-Oct-21,NR,RWU ,2,8,9820910659,29465,58.17,41.81,Alive,,,,,,
24-May-22,NR,RWU,2,14,9820910659,29465,52.73,42.74,Alive,,,,,,
19-Oct-22,NR,RWU,2,40,9820910659,29465,54.61,43.95,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,41,9820910659,29464,22.09,19.51,Alive,,,,,,
26-Aug-21,NR,RWU,2,52,9820910659,29464,31.1,23.68,Alive,,,,,,
25-Oct-21,NR,RWU ,2,28,9820910659,29464,36.92,26.84,Alive,,,,,,
24-May-22,NR,RWU,2,17,9820910659,29464,29.99,25.34,Alive,,,,,,
19-Oct-22,NR,RWU,2,45,9820910659,29464,34.47,24.06,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,13,9820910659,29463,24.98,22.21,Alive,,,,,,
26-Aug-21,NR,RWU,2,1,9820910659,29463,35.18,31.43,Alive,,,,,,
25-Oct-21,NR,RWU ,2,27,9820910659,29463,50.38,36.4,Alive,,,,,,
24-May-22,NR,RWU,2,3,9820910659,29463,44.72,36.75,Alive,,,,,,
19-Oct-22,NR,RWU,2,48,9820910659,29463,53.84,35.14,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,44,9820910659,29462,31,27.61,Alive,,,,,,
26-Aug-21,NR,RWU,2,44,9820910659,29462,39.21,33.54,Alive,,,,,,
25-Oct-21,NR,RWU ,2,48,9820910659,29462,52,36.51,Alive,,,,,,
24-May-22,NR,RWU,2,43,9820910659,29462,48.94,50.69,Alive,,,,,,
19-Oct-22,NR,RWU,2,20,9820910659,29462,49.78,40.81,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,NR,RWU,2,22,9820910659,29461,27.39,26.36,Alive,,,,,,
26-Aug-21,NR,RWU,2,37,9820910659,29461,36.4,35.12,Alive,,,,,,
25-Oct-21,NR,RWU ,2,35,9820910659,29461,51.28,42.95,Alive,,,,,,
24-May-22,NR,RWU,2,29,9820910659,29461,45.64,35.47,Alive,,,,,,
19-Oct-22,NR,RWU,2,31,9820910659,29461,49.53,38.54,dead,DERIVED FROM NR-2_aliveANDdead(tagged) photo,,,10/19/2022,,
28-Jul-21,FI,RWU,2,35,9820910659,29460,47.26,32.25,Alive,,,,,,
26-Aug-21,FI,RWU,2,5,9820910659,29460,49.78,34.16,Alive,,,,,,
25-Oct-21,FI,RWU ,2,13,9820910659,29460,55.89,39.99,Alive,,,,,,
24-May-22,FI,RWU,2,35,9820910659,29460,67.77,54.18,Alive,,,,,,
19-Oct-22,FI,RWU,2,46,9820910659,29460,dead,dead,dead,,,,10/19/2022,,
28-Jul-21,FI,RWU,2,14,9820910659,29459,41.22,36.18,Alive,,,,,,
26-Aug-21,FI,RWU,2,54,9820910659,29459,45.33,35.65,Alive,,,,,,
25-Oct-21,FI,RWU ,2,41,9820910659,29459,56.17,46.93,Alive,,,,,,
24-May-22,FI,RWU,2,44,9820910659,29459,53.17,38,Alive,,,,,,
